"tconst","primaryTitle","startYear","endYear","rank","averageRating","numVotes","directors","writers","genres","IMDbLink","Title_IMDb_Link"
"tt0290988","Trailer Park Boys",2001,2018,250,8.5,54424,"Mike Clattenburg, Ron Murphy, Cory Bowles, Warren P. Sonoda, Jonathan Torrens, Bobby Farrelly, Bruce McCulloch, Jay Baruchel, John Dunsworth","Mike Smith, John Paul Tremblay, Robb Wells, Mike Clattenburg, Jonathan Torrens, Iain Macleod, Barrie Dunn, Timm Hannebohm, Jackie Torrens","Comedy, Crime","<a href=""https://www.imdb.com/title/tt0290988"" target=""_blank"">tt0290988</a>","<a href=""https://www.imdb.com/title/tt0290988"" target=""_blank"">Trailer Park Boys</a>"
"tt2937900","The Knick",2014,2015,251,8.5,54375,"Steven Soderbergh","Jack Amiel, Michael Begler, Steven Katz","Drama, History","<a href=""https://www.imdb.com/title/tt2937900"" target=""_blank"">tt2937900</a>","<a href=""https://www.imdb.com/title/tt2937900"" target=""_blank"">The Knick</a>"
"tt0402711","Boston Legal",2004,2008,252,8.5,51651,"Mike Listo, Bill D'Elia, Robert Yannetti, Steve Robin, James R. Bagdonas, Jeff Bleckner, Arlene Sanford, Lou Antonio, John Terlesky, Jeannot Szwarc, Mel Damski, Ron Underwood, Stephen Cragg, Adam Arkin, Tom Verica, Eric Stoltz, Daniel Attias, Tucker Gates, Charles Haid, Dennis Smith, Hubert de La Bouillerie, Allison Liddi-Brown, Oz Scott, Matt Shakman, Ellie Kanner, Andrew Bernstein, Michael Pressman, Vondie Curtis-Hall, Michael Lohmann","David E. Kelley, Michael Reisz, Lawrence Broch, Susan Dickes, Janet Leahy, Sanford Golden, Karen Wyscarver, Phoef Sutton, Corinne Brinkerhoff, Andrew Kreisberg, Jonathan Shapiro, Craig Turk, Jill Goldsmith, Scott Kaufer, Peter Ocko, Jeff Rake, Kerry Ehrin, Lukas Reiter, Courtney Flavin, Brooke Roberts, Amanda Johns, Lauren MacKenzie, Reginald Rose","Comedy, Crime, Drama","<a href=""https://www.imdb.com/title/tt0402711"" target=""_blank"">tt0402711</a>","<a href=""https://www.imdb.com/title/tt0402711"" target=""_blank"">Boston Legal</a>"
"tt0237123","Coupling",2000,2004,253,8.5,49109,"Martin Dennis","Steven Moffat","Comedy, Romance","<a href=""https://www.imdb.com/title/tt0237123"" target=""_blank"">tt0237123</a>","<a href=""https://www.imdb.com/title/tt0237123"" target=""_blank"">Coupling</a>"
"tt0163507","Whose Line Is It Anyway?",1998,2007,254,8.5,47937,"Arthur Forrest, Bruce Gowers, Ron de Moraes","Mark Leveson, Dan Patterson","Comedy, Game-Show","<a href=""https://www.imdb.com/title/tt0163507"" target=""_blank"">tt0163507</a>","<a href=""https://www.imdb.com/title/tt0163507"" target=""_blank"">Whose Line Is It Anyway?</a>"
"tt13111040","The Offer",2022,2022,255,8.6,45541,"Adam Arkin, Colin Bucksey, Dexter Fletcher, Gwyneth Horder-Payton","Leslie Greif, Albert S. Ruddy, Michael Tolkin, Nikki Toscano, Russell Rothberg, Kevin J. Hynes, Mona Mira","Biography, Crime, Drama","<a href=""https://www.imdb.com/title/tt13111040"" target=""_blank"">tt13111040</a>","<a href=""https://www.imdb.com/title/tt13111040"" target=""_blank"">The Offer</a>"
"tt3895150","Your Lie in April",2014,2015,256,8.5,43366,"Kyôhei Ishiguro, Kazuya Iwata, Miyuki Kuroki, Ayako Kouno, Takahiro Harada, Ayako Kurata, Tomotaka Shibayama, Takeshi Yajima, Yoshihide Ibata, Masashi Ishihama, Takahiro Kawakoshi, Takashi Kojima, Takahiro Majima, Hidetoshi Takahashi, Toshinori Fukushima, Toshimasa Ishii, Kosaya, Ryôsuke Nakamura","Naoshi Arakawa, Takao Yoshioka","Animation, Comedy, Drama","<a href=""https://www.imdb.com/title/tt3895150"" target=""_blank"">tt3895150</a>","<a href=""https://www.imdb.com/title/tt3895150"" target=""_blank"">Your Lie in April</a>"
"tt2359704","JoJo's Bizarre Adventure",2012,NA,257,8.5,42055,"Naokatsu Tsuda, Kenichi Suzuki, Toshiyuki Kato, Yasufumi Soejima, Jirô Fujimoto, Hitomi Ezoe, Yûta Takamura, Shunsuke Machitani, Eri Nagata, Shigatsu Yoshikawa, Yukihiko Asaki, Hikaru Murata, Mitsuhiro Yoneda, Taisuke Mamori, Katsuichi Nakayama, Satoshi Ôsedo, Kim Min-Sun, Masashi Abe, Hitomi Efuku, Shingo Uchida, Jin Tamamura, Hirofumi Ogura, Sang-yong Eum, Keisuke Nishijima, Futoshi Higashide, Takahiro Majima, Yukio Nishimoto, Kôta Okuno, Yasuhiro Minami, Naomi Nakayama, Masaya Sasaki, Kôtarô Togoshi, Hirokazu Yamada, Kentarô Fujita, Yasuo Ejima, Jun Fujiwara, Masami Hata, Yoriyasu Kogawa, Fumiaki Kôta, Tadahito Matsubayashi, Tokihiro Sasaki, Soichi Shimada, Takahiko Yoshida, Hideya Takahashi","Hirohiko Araki, Yasuko Kobayashi, Jalen K. Cassell, Ryan Raydarke, Shogo Yasukawa, Michael McConnohie, Tony Oliver, Kazuyuki Fudeyasu, Jessie James Grelle, Shinichi Inozume, Naokatsu Tsuda, Tyson Rinehart, Kenichi Suzuki, Nico Danilovich","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt2359704"" target=""_blank"">tt2359704</a>","<a href=""https://www.imdb.com/title/tt2359704"" target=""_blank"">JoJo's Bizarre Adventure</a>"
"tt5288312","Skam",2015,2017,258,8.6,40829,"Julie Andem","Julie Andem","Drama, Romance","<a href=""https://www.imdb.com/title/tt5288312"" target=""_blank"">tt5288312</a>","<a href=""https://www.imdb.com/title/tt5288312"" target=""_blank"">Skam</a>"
"tt12451520","It's Okay to Not Be Okay",2020,2020,259,8.6,40494,"Park Shin-woo","Jo Yong","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt12451520"" target=""_blank"">tt12451520</a>","<a href=""https://www.imdb.com/title/tt12451520"" target=""_blank"">It's Okay to Not Be Okay</a>"
"tt1534360","Ezel",2009,2011,260,8.6,40384,"Uluç Bayraktar, Mert Akbas","Pinar Bulut, Kerem Deren, Özgü Namal","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt1534360"" target=""_blank"">tt1534360</a>","<a href=""https://www.imdb.com/title/tt1534360"" target=""_blank"">Ezel</a>"
"tt9140342","It's a Sin",2021,2021,261,8.6,39167,"Peter Hoar","Russell T. Davies","Drama","<a href=""https://www.imdb.com/title/tt9140342"" target=""_blank"">tt9140342</a>","<a href=""https://www.imdb.com/title/tt9140342"" target=""_blank"">It's a Sin</a>"
"tt11854694","Special OPS",2020,NA,262,8.6,38787,"Neeraj Pandey, Shivam Nair","Benazir Ali Fida, Deepak Kingrani, Neeraj Pandey","Action, Crime, Thriller","<a href=""https://www.imdb.com/title/tt11854694"" target=""_blank"">tt11854694</a>","<a href=""https://www.imdb.com/title/tt11854694"" target=""_blank"">Special OPS</a>"
"tt0053488","The Bugs Bunny Show",1960,1975,263,8.6,36888,"Friz Freleng, Chuck Jones, Robert McKimson, Maurice Noble, Hawley Pratt, Abe Levitow, Tom Ray, Richard Thompson, Rudy Larriva, Gerry Chiniquy, Ken Harris","Tom Dagenais, Arthur Davis, David Detiege, John W. Dunn, Warren Foster, Friz Freleng, Ben Hardaway, Cal Howard, Chuck Jones, Don Jurwich, Art Leonardi, Michael Maltese, Sid Marcus, Tedd Pierce, Tom Ray, Ben Washam","Animation, Comedy","<a href=""https://www.imdb.com/title/tt0053488"" target=""_blank"">tt0053488</a>","<a href=""https://www.imdb.com/title/tt0053488"" target=""_blank"">The Bugs Bunny Show</a>"
"tt2701582","Endeavour",2012,2023,264,8.6,35874,"Shaun Evans, Kate Saxon, Colm McCarthy, Geoffrey Sax, Andy Wilson, Edward Bazalgette, Tom Vaughan, Craig Viveiros, Giuseppe Capotondi, Kristoffer Nyholm, Olly Blackburn, Sandra Goldbacher, Lawrence Gough, Bryn Higgins, Michael Lennox, Jim Loach, Ashley Pearce, Börkur Sigþórsson, Gordon Anderson, Jim Field Smith, Brady Hood, Robert Quinn, Jamie Donoughue, Johnny Kenton, Leanne Welham, Zam Salim, Ian Aryeh, Nirpal Bhogal","Colin Dexter, Russell Lewis","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt2701582"" target=""_blank"">tt2701582</a>","<a href=""https://www.imdb.com/title/tt2701582"" target=""_blank"">Endeavour</a>"
"tt7562112","Pose",2018,2021,265,8.6,34957,"Janet Mock, Gwyneth Horder-Payton, Steven Canals, Tina Mabry, Ryan Murphy, Nelson Cragg, Silas Howard, Jennie Livingston","Steven Canals, Brad Falchuk, Ryan Murphy, Janet Mock, Todd Kubrak, Our Lady J, Jack Mizrahi","Drama","<a href=""https://www.imdb.com/title/tt7562112"" target=""_blank"">tt7562112</a>","<a href=""https://www.imdb.com/title/tt7562112"" target=""_blank"">Pose</a>"
"tt0380136","QI",2003,NA,266,8.6,34831,"Ian Lorimer, Diccon Ramsay, Ben Hardy","Jenny Doughty, Lauren Gilbert, John Lloyd","Comedy, Game-Show","<a href=""https://www.imdb.com/title/tt0380136"" target=""_blank"">tt0380136</a>","<a href=""https://www.imdb.com/title/tt0380136"" target=""_blank"">QI</a>"
"tt1983079","Call the Midwife",2012,NA,267,8.6,33417,"Syd Macartney, David O'Neill, Juliet May, David Tucker, Sarah Esdaile, Philippa Lowthorpe, Lisa Clarke, Noreen Kershaw, China Moo-Young, Minkie Spiro, Darcia Martin, Sheree Folkson, James Larkin, Ann Tricklebank, Jamie Payne, Roger Goldby, Kate Cheeseman, Thea Sharrock, Thaddeus O'Sullivan, Dominic Leclerc, Rebecca Johnson, Claire Winyard, Christiana Ebohon-Green, Kate Saxon, Thomas Hescott, John Maidens, Amy Neil, Emma Sullivan, Afia Nkrumah, Corin Campbell Hill, Ruth Platt, Avril Evans, Jo Southwell, Ruth Carney, Delyth Thomas","Jennifer Worth, Heidi Thomas, Harriet Warner, Carolyn Bonnyman, Andrea Gibb, Louise Ironside, Lisa Holdsworth, Debbie O'Malley, Jonathan Harvey, Nicola Wilson, Damian Wayling, Lucy Catherine, Lena Rae, Sally Abbott, Chloe Moss, Katerina Watson, Jack Williams, Esther Wilson, Mark Catley, John Martin Johnson, Jess Williams, Gabbie Asher, Liz Lake, Helen Blakeman, Kelly Jones, Lauren Klee, Loren Mclaughlan, Amy Roberts, Helen Raynor, Paul Walker, Joe Ainsworth, Susan Everett, Annalisa D'Innella, Dana Fainaru, Sasha Hails, Nessah Muthy","Drama, History","<a href=""https://www.imdb.com/title/tt1983079"" target=""_blank"">tt1983079</a>","<a href=""https://www.imdb.com/title/tt1983079"" target=""_blank"">Call the Midwife</a>"
"tt5994364","Guardian: The Lonely and Great God",2016,2017,268,8.6,32809,"Lee Eung-bok","Kim Eun-sook","Comedy, Drama, Fantasy","<a href=""https://www.imdb.com/title/tt5994364"" target=""_blank"">tt5994364</a>","<a href=""https://www.imdb.com/title/tt5994364"" target=""_blank"">Guardian: The Lonely and Great God</a>"
"tt20869502","Extraordinary Attorney Woo",2022,2022,269,8.6,32725,"Yu In-sik","Moon Ji-won","Drama","<a href=""https://www.imdb.com/title/tt20869502"" target=""_blank"">tt20869502</a>","<a href=""https://www.imdb.com/title/tt20869502"" target=""_blank"">Extraordinary Attorney Woo</a>"
"tt4647692","Letterkenny",2016,2023,270,8.6,32310,"Jacob Tierney, Theo Kim, Spencer Maybee","Jared Keeso, Jacob Tierney, Jason Kitts, Trevor Risk, Jonathan Torrens, Sonja Bennett, Jesse McKeown, Daniel Harroch, Allie Pearse, Olivia Stadler, Lynne Kamm, Mark Forward, Sara Wren","Comedy","<a href=""https://www.imdb.com/title/tt4647692"" target=""_blank"">tt4647692</a>","<a href=""https://www.imdb.com/title/tt4647692"" target=""_blank"">Letterkenny</a>"
"tt0096639","Lonesome Dove",1989,1989,271,8.7,27955,"Simon Wincer","Larry McMurtry, William D. Wittliff","Adventure, Drama, Western","<a href=""https://www.imdb.com/title/tt0096639"" target=""_blank"">tt0096639</a>","<a href=""https://www.imdb.com/title/tt0096639"" target=""_blank"">Lonesome Dove</a>"
"tt0459159","The Thick of It",2005,2012,272,8.7,27919,"Armando Iannucci, Natalie Bailey, Chris Addison, Becky Martin, Tony Roche, Billy Sneddon","Armando Iannucci, Ian Martin, Simon Blackwell, Tony Roche, Jesse Armstrong, Will Smith, Sean Gray, Roger Drew, Dan Gaster, David Quantick, Georgia Pritchett, Sam Bain, Rob Colley","Comedy","<a href=""https://www.imdb.com/title/tt0459159"" target=""_blank"">tt0459159</a>","<a href=""https://www.imdb.com/title/tt0459159"" target=""_blank"">The Thick of It</a>"
"tt0086661","The Adventures of Sherlock Holmes",1984,1985,273,8.7,25914,"Alan Grint, Paul Annett, John Bruce, David Carson, Ken Grieve","Arthur Conan Doyle, John Hawkesworth, Jeremy Paul, Derek Marlowe, Alexander Baron, Paul Finney, Alan Plater, Alfred Shaughnessy, Anthony Skene, Bill Craig, Richard Harris","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0086661"" target=""_blank"">tt0086661</a>","<a href=""https://www.imdb.com/title/tt0086661"" target=""_blank"">The Adventures of Sherlock Holmes</a>"
"tt0074006","I, Claudius",1976,1976,274,8.8,20870,"Herbert Wise","Robert Graves, Jack Pulman","Biography, Drama, History","<a href=""https://www.imdb.com/title/tt0074006"" target=""_blank"">tt0074006</a>","<a href=""https://www.imdb.com/title/tt0074006"" target=""_blank"">I, Claudius</a>"
"tt11007006","Azize",2019,2019,275,8.9,20105,"Volkan Kocatürk","Hazar Kozice, Basar Basaran, Meryem Gültabak, Emre Özdür, Gülhis Kutu, Erkan Birgören","Drama","<a href=""https://www.imdb.com/title/tt11007006"" target=""_blank"">tt11007006</a>","<a href=""https://www.imdb.com/title/tt11007006"" target=""_blank"">Azize</a>"
"tt7621364","Black Pearl",2017,2018,276,8.9,19360,"Cem Karci, Erol Özlevi, Gökhan Ayiz, Benal Tairi","Basak Angigün, Alphan Dikmen, Duygu Tankas, Yekta Torun, Faruk Emre Özünlü, Gül Gürsoy","Drama","<a href=""https://www.imdb.com/title/tt7621364"" target=""_blank"">tt7621364</a>","<a href=""https://www.imdb.com/title/tt7621364"" target=""_blank"">Black Pearl</a>"
"tt13868972","Rocket Boys",2022,NA,277,8.9,19311,"Abhay Pannu","Gundeep Kaur, Nikkhil Advani, Abhay Koranne, Kausar Munir, Abhay Pannu, Shiv Singh, Kaashvi Nair, Abhijeet Singh Parmar, Ranjit Tewari","Drama, History","<a href=""https://www.imdb.com/title/tt13868972"" target=""_blank"">tt13868972</a>","<a href=""https://www.imdb.com/title/tt13868972"" target=""_blank"">Rocket Boys</a>"
"tt1518542","Sarabhai V/S Sarabhai",2004,2017,278,8.9,19236,"Deven Bhojani, Nishant Maniar","Aatish Kapadia","Comedy","<a href=""https://www.imdb.com/title/tt1518542"" target=""_blank"">tt1518542</a>","<a href=""https://www.imdb.com/title/tt1518542"" target=""_blank"">Sarabhai V/S Sarabhai</a>"
"tt2571774","Africa",2013,2013,279,8.9,19104,"Katrina Bartlam, Ben Aviss, Nick Easton, Felicity Egerton, Javotte Flatman, Felicity Lanchester","David Attenborough","Documentary","<a href=""https://www.imdb.com/title/tt2571774"" target=""_blank"">tt2571774</a>","<a href=""https://www.imdb.com/title/tt2571774"" target=""_blank"">Africa</a>"
"tt1508238","Apocalypse: The Second World War",2009,2009,280,9,16471,"Isabelle Clarke, Daniel Costelle","Isabelle Clarke, Daniel Costelle, Jean-Louis Guillaud, Henri de Turenne","Documentary, History, War","<a href=""https://www.imdb.com/title/tt1508238"" target=""_blank"">tt1508238</a>","<a href=""https://www.imdb.com/title/tt1508238"" target=""_blank"">Apocalypse: The Second World War</a>"
"tt5182866","Reply 1988",2015,2016,281,9,15438,"Shin Won-ho","Woo-jung Lee","Comedy, Drama, Family","<a href=""https://www.imdb.com/title/tt5182866"" target=""_blank"">tt5182866</a>","<a href=""https://www.imdb.com/title/tt5182866"" target=""_blank"">Reply 1988</a>"
"tt4834232","Critical Role",2015,NA,282,9,14356,"Matthew Mercer, Steve Failows, Zachary K. Eubank","Critical Role","Adventure, Fantasy","<a href=""https://www.imdb.com/title/tt4834232"" target=""_blank"">tt4834232</a>","<a href=""https://www.imdb.com/title/tt4834232"" target=""_blank"">Critical Role</a>"
"tt13854248","The Legend of Hanuman",2021,NA,283,9.1,13250,"Navin John, Jeevan J. Kang, Sharad Devarajan, Charuvi Agrawal, Arun Paul","Sarwat Chadda, Sharad Devarajan, Jeevan J. Kang, Charuvi Agrawal, Ashwin Pande, Arshad Syed, Shivangi Singh","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt13854248"" target=""_blank"">tt13854248</a>","<a href=""https://www.imdb.com/title/tt13854248"" target=""_blank"">The Legend of Hanuman</a>"
"tt26471411","When Life Gives You Tangerines",2025,2025,284,9.3,10685,"Kim Won-seok","Im Sang-choon, Lim Sang-Chung, Kim Won-seok","Drama, History, Romance","<a href=""https://www.imdb.com/title/tt26471411"" target=""_blank"">tt26471411</a>","<a href=""https://www.imdb.com/title/tt26471411"" target=""_blank"">When Life Gives You Tangerines</a>"
"tt6468322","Money Heist",2017,2021,285,8.2,567836,"Jesús Colmenar, Alex Rodrigo, Koldo Serra, Alejandro Bazzano, Javier Quintas, Miguel Ángel Vivas, Albert Pintó","Álex Pina, Javier Gómez Santander, Juan Salvador López, Esther Martínez Lobato, David Barrocal, Pablo Roa, Fernando Sancristóbal, Luis Moya, Ana Boyero, Esther Morales, Emilio Díez, Almudena Ramirez Pantanella, Alberto Úcar","Action, Crime, Drama","<a href=""https://www.imdb.com/title/tt6468322"" target=""_blank"">tt6468322</a>","<a href=""https://www.imdb.com/title/tt6468322"" target=""_blank"">Money Heist</a>"
"tt9140554","Loki",2021,2023,286,8.2,441009,"Kate Herron, Justin Benson, Aaron Moorhead, Dan DeLeeuw, Kasra Farahani","Jack Kirby, Stan Lee, Larry Lieber, Michael Waldron, Eric Martin, Bisha K. Ali, Elissa Karasik, Katharyn Blair, Amber Dupre, Kasra Farahani, Brett Maline, Tom Kauffman, Jason O'Leary","Action, Adventure, Fantasy","<a href=""https://www.imdb.com/title/tt9140554"" target=""_blank"">tt9140554</a>","<a href=""https://www.imdb.com/title/tt9140554"" target=""_blank"">Loki</a>"
"tt7767422","Sex Education",2019,2023,287,8.2,376537,"Ben Taylor, Kate Herron, Runyararo Mapfumo, Dominic Leclerc, Alyssa McClelland, Sophie Goodhart, Alice Seabright, Michelle Savill","Laurie Nunn, Sophie Goodhart, Mawaan Rizwan, Selina Lim, Laura Hunter, Laura Neal, Freddy Syborn, Richard Gadd, Rosie Jones, Jodie Mitchell, Alice Seabright, Temi Wilkey, Annalisa D'Innella, Ethan Harvey, Bella Heesom, Troy Hunter, Krishna Istha, Thara Popoola","Comedy, Drama, Romance","<a href=""https://www.imdb.com/title/tt7767422"" target=""_blank"">tt7767422</a>","<a href=""https://www.imdb.com/title/tt7767422"" target=""_blank"">Sex Education</a>"
"tt1196946","The Mentalist",2008,2015,288,8.2,211116,"Chris Long, Eric Laneuville, John F. Showalter, Charles Beeson, Randy Zisk, David Barrett, John Polson, Simon Baker, Guy Ferland, Geary McLeod, Martha Mitchell, Norberto Barba, Lesli Linka Glatter, Roxann Dawson, Tom Verica, Elodie Keene, Robert Duncan McNeill, David Nutter, Adam Kane, Stephen Gyllenhaal, Bobby Roth, Anton Cropper, W. Thomas Snyder, James Hayman, Paris Barclay, Matt Earl Beesley, John Behring, Kevin Dowling, Rod Hardy, Paul Holahan, Dean White, Bill D'Elia, Dan Lerner, Darnell Martin, Bruno Heller, Kevin Hooks, David Von Ancken, Allison Anders, Tawnia McKiernan, David Paymer, Bill Eagles, Michael Nankin, J. Miller Tobin, Sylvain White, Rod Holcomb, Paul A. Kaufman, Nina Lopez-Corrado, Edward Ornelas","Bruno Heller, Erika Green Swafford, Ken Woodruff, Jordan Harper, David Appelbaum, Tom Szentgyorgyi, Eoghan Mahony, Ashley Gable, Daniel Cerone, Rebecca Perry Cutter, Mike Weiss, Marisa Wegrzyn, Andi Bushell, Gary Glasberg, Leonard Dick, John Mankiewicz, Tom Donaghy, Alex Berger, Carolyn Ingber, Cindi Hemingway, Anthony Astrino, Jeffrey Hatcher, Erin Donovan","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt1196946"" target=""_blank"">tt1196946</a>","<a href=""https://www.imdb.com/title/tt1196946"" target=""_blank"">The Mentalist</a>"
"tt4955642","The Good Place",2016,2020,289,8.2,205401,"Dean Holland, Beth McCarthy-Miller, Morgan Sackett, Drew Goddard, Michael Schur, Trent O'Donnell, Jude Weng, Rebecca Asher, Linda Mendoza, Payman Benz, Tucker Gates, Michael McDonald, Tristram Shapeero, Lynn Shelton, Julie Anne Robinson, Claire Scanlon, Alan Yang, Anya Adams, Kristen Bell, Valeria Migliassi Collins, Steve Day, Ken Whittingham","Michael Schur, Andrew Law, Daniel Schofield, Cord Jefferson, Kassia Miller, Kate Gersten, Christopher Encell, Megan Amram, Jen Statsky, Joe Mande, Dylan Morgan, Josh Siegal, Matt Murray, Aisha Muharrar, Alan Yang, Demi Adejuyigbe, Tyler Straessle, Dave King, Lizzy Pace","Comedy, Drama, Fantasy","<a href=""https://www.imdb.com/title/tt4955642"" target=""_blank"">tt4955642</a>","<a href=""https://www.imdb.com/title/tt4955642"" target=""_blank"">The Good Place</a>"
"tt0904208","Californication",2007,2014,290,8.3,191740,"David Von Ancken, Adam Bernstein, John Dahl, Bart Freundlich, Michael Lehmann, David Duchovny, Seith Mann, Scott Winant, Michael Weaver, Stephen Hopkins, Ken Whittingham, Scott Z. Burns, Tucker Gates, Michael Lembeck, Daniel Ducovny, Jake Kasdan, Beth McCarthy-Miller, Helen Hunt, Millicent Shelton, Eric Stoltz","Tom Kapinos, Gina Fattore, Gabriel Roth, Mike B. Metz, Daisy Gardner, Eric Weinberg, Matt Patterson, Susan McMartin, Ildy Modrovich, Jay Dyer, Vanessa Reisen","Comedy, Drama","<a href=""https://www.imdb.com/title/tt0904208"" target=""_blank"">tt0904208</a>","<a href=""https://www.imdb.com/title/tt0904208"" target=""_blank"">Californication</a>"
